source_row,episode,start_time,end_time,question_type,record_sha256
506,848,10,12,2.3,596534d93a135fb741d9e58d0434c0faf460e1ec23cb4c01fd6fd9df2b34606c
507,848,13,20,2.2,977ccaf1aaf74afe86a881cd6d982b550d174b305291c624e6c28365335e27ac
508,883,0,6,2.1,3c37907c2fe694be315dde4815baef801e26b48ce6ca58e55fdd0852648691cf
509,883,7,13,2.1,68c9fe7c72913cad0d5155c24c759377192f6b31974c7d7a6b8413220f4217bb
510,883,14,14,2.1,eff8ed01629c817bbaa52a7e7a4fe05255117dfa7dc92af3170ceddf94285289
511,883,15,16,2.3,4387f82345de2ba940ce485c6a60541c9dcf950f5dd1e456bd709ed427a79fe9
512,901,0,1,2.4,db96bc89a4e6cff67f8ce3f3c6572e0583bcaccd6b77e9f8e494f31600fe0143
513,901,2,10,2.1,ddc81e550adfc30248d0409d673eef03b34bdfcff23f0d13ac7fe325bbcf631c
514,901,11,11,2.1,50444673227ea1f2461c4002a11983503f4f10d3094e722ab3ef7c100cb49bb2
515,901,12,13,2.3,cf45f9b065371c606298a5da1780afd89593cc19e128e9a27890ec28cdb8010f
516,901,14,15,2.1,289bd337772cb3af342e7b2339b0db5f2a03b553c1a4c7f56e561afcc31ac05f
517,901,16,17,2.3,05e9b7df8699996bee618dab47ca1acebf165cf5e05bb25057ee9b397e2e573d
518,901,16,20,2.4,de8eda1ff42a111069916f2a0479844bdd77891ab6b8438ab2fbccae08518360
519,901,21,28,2.3,0ed063b3e70cb8d1cd91b58fe14e48882760af8d4b0d99b35cc66ba0dce03885
520,901,29,37,2.1,a5ec69707c09c79f2c7bafb1b1eb71c48296ccbeaa36b1de3ede04fa40b9135b
521,901,38,39,2.3,7f9cad55c21047a6b25bf5e1e01f2028487c9efde8506a22cc057375dbd76448
522,901,40,50,2.2,70e559b292050dd8fc65db0a29ef347d600837e679d8e1c7aab0c91a78302f5a
523,901,51,51,2.2,5a1a5360a6c558935e44b88fb2b1fe7aff8bbc31e39c67df7e9fa2a02f8f6c57
524,901,52,52,2.2,4077305b73d666b8b345daecb1fef3b8d3b9a9e7d8aff78bda2d1cb777d3ac33
525,914,0,12,2.3,b4ae07788b1d7bb2feee1758382910baf5964dff313b7cacb17aedbbf1dea535
526,914,13,14,2.3,f5b045f1f93d3f382c58a295a440b4f2ddcefc3d084d83863c44acfd27dc7415
527,914,15,16,2.3,cea2cbf16cf6f1eacafb08d686cfd0e3e0abd9c1f6865cb1154d69babe2c1f0d
528,914,17,40,2.2,e8ef2afae2f8312ba6d7f13cb9dead52a5dd779e8151c162a967370f51c74a5f
529,914,41,41,2.2,d00adf168d041395fb8f946bd20ec4d77e6e24aa155305515dd274040d6b8f19
530,921,0,20,2.2,9b0452fe4e461deb71e7d889b9361be0822d580b1863277a9ed2461fcb87a610
531,921,21,22,2.2,dcf80fcdbef47c4363b01c07c050e8e4b91e3c9f4ea5293111735c4551674982
532,943,0,9,2.2,21a52c0fbb442b9b12d9acdbbbee26309844c4fabd652378be1f1589bf05eba9
533,943,10,10,2.2,5f90b996b54ce63d9d7f9ec5c9895a5fcca170db251e2f2df96f7ebde2c1dc66
534,953,0,25,2.4,1b1a944a065ab49b257f4039c9f01bca166cb16c20858c190fbd3b074b2643e5
535,954,0,2,2.4,098aaf1079599bd8919766ab34ccd62d7b31cbc08402b9cc0c0221f8deaee66a
536,954,0,20,2.4,21dcb1140fc794aa6ad0b5f4a584c140daff2f3005eef27b8e8605f2ff88a9b1
537,954,21,31,2.2,1212399186082412393c411c1156a7a3828c320b4de36641d053829024f53148
538,954,32,32,2.2,90e6782c5e7077ec1b28632dd2096fd8e93e963359b92f86685ff9dad5c26760
539,972,0,20,2.1,48043345d0de6236e30c0f6b284f675d47642adf756376c641f14fc0a21fc9a3
540,972,21,22,2.1,fe5b44d6f1ffcceee593de115a8f2b3dd9c6ecdd068ae3982a036ea1e6aef1f4
541,972,23,24,2.3,d5b9b92291a091ff0b539d35f98faf359cd6252bee43f3cb9fd79a38f1b95a86
542,972,25,26,2.3,080c90c8d4317e80d91f8064fa8a0e9b228a64509bcc974789f607df9a6d9595
543,972,27,28,2.3,c762b2b8fd6e2a013be260b0a80d65b0747209bf07ab60c98d54ece4e835fdf8
544,972,29,43,2.2,880342b7626873193a367e5585fab3188bdaf7b40187cb671c7346552089cc6c
545,982,0,10,2.1,9547249fc2f4e2838bfd5c95596a2fa5ca19248a8e66c32f3b088b8778b5d51f
546,982,11,11,2.1,e79d5b6b5d11614697fdced5ea14b76d40eba9b8e01b7c3b1cb8b51463898440
547,1001,0,7,2.4,6d74e9d6a0de23097a1ce6f97b8bf6c774968de3a8967f1fc339bf17fec4c930
548,1001,8,8,2.1,f8daef66e1863dd68180d9c9d911720847a15ebff7dc809c7b5c34fb50ffefaa
549,1001,9,11,2.3,98c0afe3712d3ebecb7ea3ef7eb823854ac19dc611816d61513c430227939559
550,1025,0,1,2.1,816104d9562431b89eb6a44ec654fc4873f7a42d56967d40ad30d433acc809c1
551,1025,2,3,2.1,441fefc6069e65e1dade8a46be5bc08ee51740a705af8722a9a45312e5cf76eb
552,1025,4,5,2.3,32fca2d9c878cf01e16988e20ec8ac0b7886426008ac0157d9f193ac4c90b062
553,1025,6,7,2.3,225c858b5a5fbb7936b7326d3a2b29f60b876df7e7c249748e75a70126098afc
554,1025,8,9,2.3,4e2950f4741509713aaa5d824c8e9dc28d779120124d755d4b4e775854f7581e
555,1025,10,32,2.1,41d30317438e511ec0b01b8197d3e80f0a25badad97806b5a4b9f491b46d5038
556,1025,33,33,2.1,101f299df4b46fbf8c1546480bf65c7016efc70d43bc80d27f8418a99fed3751
557,1025,34,34,2.1,90b560846c58fd05c88b8231426164b9a8496885cd30e3ac8ebed6216091729a
558,1026,0,7,2.4,97d15571b09c3ea7140e1703d8a96cb1f4da948ab70f0e5a456c48298505116b
559,1026,8,9,2.3,d7663b123f9f6b20e4ff11c952a9e831487415863780d9128fd7dea5a97f03b0
560,1026,10,11,2.3,8058a13af818f784c0c72a14bfe30c89dc2f1d06ab174622fc7b427429bd0ac4
561,1026,12,25,2.1,18a5ee45d98449052701905ff3cad9af6505f1bbb3292604e1444daf578124b5
562,1026,26,26,2.1,60bb7402a43eb2f73160ff9a6aef808ad28626446bc6acc08a03bb224b4a50fe
563,1026,27,29,2.3,c74d860466b97250d63934547bd04ca0bc5908c1512acfc258e843e21ca90a2a
564,1026,30,51,2.2,b59fed79b5c55078d1bacd9e9b83774de1e033bcc7ba5548dfd3fa49bf6e3c49
565,1026,52,52,2.2,f722528d0def3b13ce9685db2a321523ef8c0dadb3e3fba1169d15743f9ee386
566,1026,53,53,2.2,eda2796ecc2552984bc7632806de8882fe4b0a543a430ff618d6270ab9c66cf2
567,1058,0,3,2.3,9c392ef5867ba21f30ce3ce215de139916162d2da2cbf3604038ab17c0d23343
568,1058,4,5,2.3,bb4e0253766727bb736a3fdf5df475762782418846dc828925aa2de2c6ee40cf
569,1062,0,6,2.1,3f2cb005d1798b8bc1e89eb4b3be95bee6a4430f02305a04465246a8f2b95126
570,1062,0,7,2.4,435fd7a9712a0bd0497a017981ea91fe2c5156606c8bc26be46b6bcd7601f0d2
571,1062,0,9,2.4,f8d5879ebaa72d150881c0c14fa690933b6d68c1cfbc175a220f375222316d61
572,1062,10,12,2.3,f56c02363aebbf8c0f5be5705b01f7736b43b22cfdce9c70f72a5adfc3384da3
573,1073,0,10,2.4,33e3a012803eb9bdee762f92d4372670325ee84f1a992ef8e23d9755df386fc4
574,1073,11,13,2.3,7b20e53d2e7ff6e83723e78fba9bc5e5378ad5bcb605951797668ec4e7121346
575,1073,14,15,2.3,ccf8387162be4f65b261a30b29e5e1770c11b12799ab84a1e83607abb19bfee3
576,1073,16,17,2.3,0d4958fb6f872bd2303d33eb958cbf4ed7665fbf68634e63a3514731c99835ce
577,1073,18,31,2.2,094d8af116cee5fe04950db7afad50b2d451d3ca2068d33bff57bcdc8f4a0bb5
578,1073,32,32,2.2,cf7d7dd5330552f377fcb0b625c668994a47e54e2167988b88e81fd0e65923a8
579,1073,33,33,2.2,6328ea9c4dda58311310e010fe25cd034ba98ca69f78f237c5a566e2a4c75a98
580,1083,0,1,2.1,c7c1797abfa30f6d15921698187d499afd4db29fc1e07329160817b6967e7d55
581,1083,2,2,2.1,2a0b4acee90174fbeb4bc6fcde3d2133ea7467971505f72fb6a0a0234f78acd2
582,1083,3,4,2.3,2dc9ba00f2a94d9a52471a1e3390c0f1bda6b92ba37e7476a682e8430ae46e2d
583,1127,0,6,2.1,51dd68c9d68e38afed7ee7b7fef3cd5c188d6ffeb129c93df13b21bcad54b6ae
584,1127,7,12,2.3,a94640fb516c475bb39177ede9527ca4e7f35129a48fdc10912f15abbc26413c
585,1127,13,28,2.1,262f35b3c38268a31867b408a71d2b5f91ac7899cbf6899d0aed6ce74917b355
586,1127,29,30,2.3,c15fcdc09c29175362e5c2eb2170a8d5e0f11e25a8da58ded1660e305dfa65b2
587,1127,31,72,2.2,48558dbf386eaec73474fc631dd4d304fe92629119a75a169d471ee9bd2c77f3
588,1127,73,73,2.2,48c02add5682c8765de22530cf0e202e032cd8da480f5c60b31550b48b6822ce
589,1127,74,74,2.2,39ed3ead9a51cd2fee1ee46b877556de11355112b3d3aac84caaf9d564532a8d
590,1135,0,12,2.4,014ecf053a056e15d27a4afccbed5ae636f07a2bff33722d6a3e658d19b4e47c
591,1135,0,13,2.4,2dd8e1c87f2a7f2613cced8c381e5b129af5bc2d789eb2d351e0d98eb6a8e41e
592,1135,14,19,2.3,55cae0fd1c6b5c0fa2efea399b24820aebe89b7ae872c47416f65b1bb9b1dea6
593,1170,0,8,2.2,208b35bb143ad7c62c6668d72173af97e6b95bef0fbd90a726ebae9736a8250b
594,1170,9,9,2.2,46819f40427959dcef1ec09449824b3dd2744baf407dd775d7310f2484df8eb8
595,1170,10,10,2.2,b0feac59c74143512be029047fd47a4c7e3aa2ac6f4661c9024e84718fbd7a27
596,1178,0,1,2.1,f6d1fa808e70515fe3c6305ec1a3e51fb98c0bd82619b49f1149e6f93c73ea1d
597,1178,2,3,2.3,6e4dfb6ff2851e20dea6af690494b4493aec20d20e8ff5448e406772d170598c
598,1178,4,5,2.3,a4d4065aa5fcc38fd5ff11608998ff02814d8e64e54a26468771153b5e291707
599,1178,6,7,2.3,8a6c959fa1e48230fc798190fb53892cefa88b1bdcc6a6b3f29506029d8ebf35
